SUM,000012093
TotalTime,0000:02:01
SampTime(ms),10
DateTime, 2023-07-20 16:46:01
Time(hh:mm:ss:ms),Voltage(V),Current(A),Power(W),Temperature
"00:00:02:320", 5.020, 0.326, 1.636, 33.
"00:00:02:330", 5.020, 0.332, 1.666, 33.
"00:00:02:340", 5.022, 0.320, 1.607, 33.
"00:00:02:350", 5.019, 0.315, 1.581, 33.
"00:00:02:360", 5.020, 0.313, 1.571, 33.
"00:00:02:370", 5.020, 0.314, 1.576, 33.
"00:00:02:380", 5.021, 0.316, 1.589, 33.
"00:00:02:390", 5.021, 0.317, 1.591, 33.
"00:00:02:400", 5.021, 0.314, 1.579, 33.
"00:00:02:410", 5.021, 0.319, 1.604, 33.
"00:00:02:420", 5.021, 0.318, 1.599, 33.
"00:00:02:430", 5.020, 0.310, 1.556, 33.
"00:00:02:440", 5.020, 0.321, 1.614, 33.
"00:00:02:450", 5.021, 0.311, 1.564, 33.
"00:00:02:460", 5.021, 0.319, 1.604, 33.
"00:00:02:470", 5.021, 0.329, 1.651, 33.
"00:00:02:480", 5.021, 0.329, 1.651, 33.
"00:00:02:490", 5.020, 0.313, 1.574, 33.
"00:00:02:500", 5.020, 0.320, 1.606, 33.
"00:00:02:510", 5.021, 0.316, 1.587, 33.
"00:00:02:520", 5.021, 0.314, 1.577, 33.
"00:00:02:530", 5.021, 0.314, 1.577, 33.
"00:00:02:540", 5.021, 0.317, 1.594, 33.
"00:00:02:550", 5.020, 0.325, 1.633, 33.
"00:00:02:560", 5.021, 0.326, 1.636, 33.
"00:00:02:570", 5.021, 0.325, 1.631, 33.
"00:00:02:580", 5.020, 0.321, 1.611, 33.
"00:00:02:590", 5.021, 0.328, 1.649, 33.
"00:00:02:600", 5.020, 0.324, 1.628, 33.
"00:00:02:610", 5.022, 0.319, 1.602, 33.
"00:00:02:620", 5.024, 0.323, 1.625, 33.
"00:00:02:630", 5.022, 0.326, 1.639, 33.
"00:00:02:640", 5.019, 0.326, 1.636, 33.
"00:00:02:650", 5.020, 0.317, 1.594, 33.
"00:00:02:660", 5.020, 0.326, 1.638, 33.
"00:00:02:670", 5.022, 0.330, 1.657, 33.
"00:00:02:680", 5.020, 0.316, 1.589, 33.
"00:00:02:690", 5.022, 0.316, 1.587, 33.
"00:00:02:700", 5.022, 0.324, 1.629, 33.
"00:00:02:710", 5.022, 0.334, 1.677, 33.
"00:00:02:720", 5.019, 0.329, 1.651, 33.
"00:00:02:730", 5.021, 0.327, 1.641, 33.
"00:00:02:740", 5.021, 0.327, 1.641, 33.
"00:00:02:750", 5.021, 0.316, 1.587, 33.
"00:00:02:760", 5.022, 0.315, 1.584, 33.
"00:00:02:770", 5.021, 0.319, 1.601, 33.
"00:00:02:780", 5.019, 0.309, 1.551, 33.
"00:00:02:790", 5.022, 0.323, 1.622, 33.
"00:00:02:800", 5.024, 0.313, 1.575, 33.
"00:00:02:810", 5.024, 0.318, 1.600, 33.
"00:00:02:820", 5.021, 0.329, 1.651, 33.
"00:00:02:830", 5.021, 0.322, 1.619, 33.
"00:00:02:840", 5.020, 0.322, 1.616, 33.
"00:00:02:850", 5.022, 0.324, 1.627, 33.
"00:00:02:860", 5.020, 0.325, 1.633, 33.
"00:00:02:870", 5.020, 0.325, 1.633, 33.
"00:00:02:880", 5.021, 0.320, 1.609, 33.
"00:00:02:890", 5.020, 0.324, 1.626, 33.
"00:00:02:900", 5.022, 0.323, 1.622, 33.
"00:00:02:910", 5.022, 0.323, 1.622, 33.
"00:00:02:920", 5.021, 0.313, 1.572, 33.
"00:00:02:930", 5.021, 0.316, 1.587, 33.
"00:00:02:940", 5.019, 0.313, 1.573, 33.
"00:00:02:950", 5.020, 0.326, 1.638, 33.
"00:00:02:960", 5.020, 0.323, 1.624, 33.
"00:00:02:970", 5.021, 0.325, 1.631, 33.
"00:00:02:980", 5.020, 0.324, 1.626, 33.
"00:00:02:990", 5.022, 0.325, 1.634, 33.
"00:00:03:000", 5.020, 0.319, 1.604, 33.
"00:00:03:010", 5.019, 0.322, 1.618, 33.
"00:00:03:020", 5.021, 0.332, 1.669, 33.
"00:00:03:030", 5.020, 0.320, 1.609, 33.
"00:00:03:040", 5.022, 0.312, 1.569, 33.
"00:00:03:050", 5.022, 0.312, 1.569, 33.
"00:00:03:060", 5.021, 0.314, 1.577, 33.
"00:00:03:070", 5.021, 0.321, 1.614, 33.
"00:00:03:080", 5.021, 0.325, 1.634, 33.
"00:00:03:090", 5.021, 0.328, 1.649, 33.
"00:00:03:100", 5.020, 0.327, 1.643, 33.
"00:00:03:110", 5.022, 0.315, 1.584, 33.
"00:00:03:120", 5.021, 0.319, 1.601, 33.
"00:00:03:130", 5.020, 0.321, 1.614, 33.
"00:00:03:140", 5.021, 0.326, 1.636, 33.
"00:00:03:150", 5.020, 0.316, 1.589, 33.
"00:00:03:160", 5.021, 0.317, 1.594, 33.
"00:00:03:170", 5.021, 0.326, 1.639, 33.
"00:00:03:180", 5.020, 0.320, 1.606, 33.
"00:00:03:190", 5.021, 0.318, 1.599, 33.
"00:00:03:200", 5.019, 0.323, 1.623, 33.
"00:00:03:210", 5.019, 0.321, 1.611, 33.
"00:00:03:220", 5.022, 0.324, 1.627, 33.
"00:00:03:230", 5.021, 0.323, 1.624, 33.
"00:00:03:240", 5.022, 0.328, 1.647, 33.
"00:00:03:250", 5.020, 0.335, 1.683, 33.
"00:00:03:260", 5.022, 0.316, 1.587, 33.
"00:00:03:270", 5.021, 0.314, 1.577, 33.
"00:00:03:280", 5.022, 0.320, 1.607, 33.
"00:00:03:290", 5.021, 0.317, 1.594, 33.
"00:00:03:300", 5.021, 0.320, 1.609, 33.
"00:00:03:310", 5.020, 0.318, 1.599, 33.
"00:00:03:320", 5.022, 0.322, 1.617, 33.
"00:00:03:330", 5.021, 0.326, 1.636, 33.
"00:00:03:340", 5.021, 0.314, 1.579, 33.
"00:00:03:350", 5.021, 0.323, 1.621, 33.
"00:00:03:360", 5.021, 0.323, 1.621, 33.
"00:00:03:370", 5.021, 0.323, 1.621, 33.
"00:00:03:380", 5.021, 0.316, 1.589, 33.
"00:00:03:390", 5.021, 0.321, 1.614, 33.
"00:00:03:400", 5.019, 0.323, 1.621, 33.
"00:00:03:410", 5.020, 0.316, 1.589, 33.
"00:00:03:420", 5.020, 0.325, 1.631, 33.
"00:00:03:430", 5.019, 0.319, 1.603, 33.
"00:00:03:440", 5.020, 0.321, 1.611, 33.
"00:00:03:450", 5.021, 0.323, 1.624, 33.
"00:00:03:460", 5.022, 0.318, 1.599, 33.
"00:00:03:470", 5.021, 0.323, 1.624, 33.
"00:00:03:480", 5.019, 0.325, 1.631, 33.
"00:00:03:490", 5.019, 0.322, 1.616, 33.
"00:00:03:500", 5.022, 0.325, 1.634, 33.
"00:00:03:510", 5.021, 0.324, 1.626, 33.
"00:00:03:520", 5.019, 0.319, 1.603, 33.
"00:00:03:530", 5.021, 0.320, 1.606, 33.
"00:00:03:540", 5.024, 0.316, 1.590, 33.
"00:00:03:550", 5.021, 0.316, 1.587, 33.
"00:00:03:560", 5.020, 0.314, 1.579, 33.
"00:00:03:570", 5.020, 0.317, 1.594, 33.
"00:00:03:580", 5.022, 0.324, 1.629, 33.
"00:00:03:590", 5.021, 0.324, 1.626, 33.
"00:00:03:600", 5.020, 0.326, 1.636, 33.
"00:00:03:610", 5.020, 0.322, 1.619, 33.
"00:00:03:620", 5.021, 0.329, 1.654, 33.
"00:00:03:630", 5.020, 0.329, 1.653, 33.
"00:00:03:640", 5.022, 0.329, 1.652, 33.
"00:00:03:650", 5.020, 0.326, 1.636, 33.
"00:00:03:660", 5.024, 0.321, 1.612, 33.
"00:00:03:670", 5.024, 0.321, 1.612, 33.
"00:00:03:680", 5.022, 0.327, 1.644, 33.
"00:00:03:690", 5.022, 0.325, 1.632, 33.
"00:00:03:700", 5.021, 0.314, 1.579, 33.
"00:00:03:710", 5.021, 0.322, 1.616, 33.
"00:00:03:720", 5.019, 0.324, 1.626, 33.
"00:00:03:730", 5.021, 0.318, 1.596, 33.
"00:00:03:740", 5.022, 0.319, 1.604, 33.
"00:00:03:750", 5.021, 0.324, 1.629, 33.
"00:00:03:760", 5.022, 0.323, 1.622, 33.
"00:00:03:770", 5.019, 0.323, 1.623, 33.
"00:00:03:780", 5.019, 0.312, 1.566, 33.
"00:00:03:790", 5.022, 0.328, 1.649, 33.
"00:00:03:800", 5.021, 0.312, 1.569, 33.
"00:00:03:810", 5.022, 0.318, 1.599, 33.
"00:00:03:820", 5.020, 0.316, 1.586, 33.
"00:00:03:830", 5.021, 0.321, 1.611, 33.
"00:00:03:840", 5.021, 0.315, 1.584, 33.
"00:00:03:850", 5.020, 0.318, 1.596, 33.
"00:00:03:860", 5.021, 0.314, 1.579, 33.
"00:00:03:870", 5.021, 0.324, 1.629, 33.
"00:00:03:880", 5.019, 0.323, 1.621, 33.
"00:00:03:890", 5.020, 0.314, 1.579, 33.
"00:00:03:900", 5.021, 0.327, 1.644, 33.
"00:00:03:910", 5.020, 0.333, 1.671, 33.
"00:00:03:920", 5.021, 0.329, 1.651, 33.
"00:00:03:930", 5.022, 0.323, 1.624, 33.
"00:00:03:940", 5.020, 0.316, 1.586, 33.
"00:00:03:950", 5.019, 0.322, 1.616, 33.
"00:00:03:960", 5.020, 0.330, 1.658, 33.
"00:00:03:970", 5.021, 0.283, 1.422, 33.
"00:00:03:980", 5.021, 0.283, 1.422, 33.
"00:00:03:990", 5.021, 0.291, 1.459, 33.
"00:00:04:000", 5.025, 0.305, 1.533, 33.
"00:00:04:010", 5.022, 0.295, 1.482, 33.
"00:00:04:020", 5.021, 0.291, 1.459, 33.
"00:00:04:030", 5.021, 0.298, 1.494, 33.
"00:00:04:040", 5.021, 0.300, 1.504, 33.
"00:00:04:050", 5.021, 0.302, 1.514, 33.
"00:00:04:060", 5.022, 0.303, 1.522, 33.
"00:00:04:070", 5.020, 0.313, 1.574, 33.
"00:00:04:080", 5.021, 0.298, 1.494, 33.
"00:00:04:090", 5.022, 0.295, 1.482, 33.
"00:00:04:100", 5.021, 0.294, 1.477, 33.
"00:00:04:110", 5.021, 0.284, 1.424, 33.
"00:00:04:120", 5.024, 0.289, 1.453, 33.
"00:00:04:130", 5.020, 0.291, 1.459, 33.
"00:00:04:140", 5.021, 0.293, 1.472, 33.
"00:00:04:150", 5.022, 0.305, 1.532, 33.
"00:00:04:160", 5.021, 0.290, 1.454, 33.
"00:00:04:170", 5.022, 0.303, 1.520, 33.
"00:00:04:180", 5.024, 0.295, 1.483, 33.
"00:00:04:190", 5.022, 0.301, 1.510, 33.
"00:00:04:200", 5.020, 0.295, 1.479, 33.
"00:00:04:210", 5.021, 0.291, 1.459, 33.
"00:00:04:220", 5.022, 0.300, 1.505, 33.
"00:00:04:230", 5.022, 0.304, 1.525, 33.
"00:00:04:240", 5.024, 0.292, 1.465, 33.
"00:00:04:250", 5.021, 0.292, 1.467, 33.
"00:00:04:260", 5.022, 0.293, 1.472, 33.
"00:00:04:270", 5.022, 0.319, 1.602, 33.
"00:00:04:280", 5.021, 0.316, 1.587, 33.
"00:00:04:290", 5.021, 0.316, 1.587, 33.
"00:00:04:300", 5.022, 0.293, 1.472, 33.
"00:00:04:310", 5.025, 0.303, 1.520, 33.
"00:00:04:320", 5.022, 0.290, 1.455, 33.
"00:00:04:330", 5.021, 0.297, 1.492, 33.
"00:00:04:340", 5.022, 0.301, 1.512, 33.
"00:00:04:350", 5.024, 0.308, 1.547, 33.
"00:00:04:360", 5.022, 0.298, 1.495, 33.
"00:00:04:370", 5.024, 0.299, 1.502, 33.
"00:00:04:380", 5.021, 0.314, 1.577, 33.
"00:00:04:390", 5.024, 0.287, 1.443, 33.
"00:00:04:400", 5.024, 0.289, 1.453, 33.
"00:00:04:410", 5.020, 0.296, 1.486, 33.
"00:00:04:420", 5.021, 0.302, 1.517, 33.
"00:00:04:430", 5.024, 0.298, 1.495, 33.
"00:00:04:440", 5.022, 0.297, 1.490, 33.
"00:00:04:450", 5.022, 0.309, 1.549, 33.
"00:00:04:460", 5.021, 0.293, 1.469, 33.
"00:00:04:470", 5.022, 0.303, 1.522, 33.
"00:00:04:480", 5.021, 0.313, 1.574, 33.
"00:00:04:490", 5.021, 0.298, 1.497, 33.
"00:00:04:500", 5.024, 0.303, 1.522, 33.
"00:00:04:510", 5.022, 0.295, 1.482, 33.
"00:00:04:520", 5.024, 0.297, 1.490, 33.
"00:00:04:530", 5.021, 0.290, 1.457, 33.
"00:00:04:540", 5.020, 0.290, 1.456, 33.
"00:00:04:550", 5.022, 0.298, 1.495, 33.
"00:00:04:560", 5.024, 0.289, 1.450, 33.
"00:00:04:570", 5.024, 0.304, 1.525, 33.
"00:00:04:580", 5.020, 0.323, 1.621, 33.
"00:00:04:590", 5.021, 0.294, 1.477, 33.
"00:00:04:600", 5.022, 0.299, 1.500, 33.
"00:00:04:610", 5.021, 0.293, 1.472, 33.
"00:00:04:620", 5.021, 0.293, 1.472, 33.
"00:00:04:630", 5.022, 0.293, 1.470, 33.
"00:00:04:640", 5.025, 0.297, 1.490, 33.
"00:00:04:650", 5.026, 0.302, 1.516, 33.
"00:00:04:660", 5.022, 0.289, 1.452, 33.
"00:00:04:670", 5.020, 0.288, 1.447, 33.
"00:00:04:680", 5.024, 0.312, 1.570, 33.
"00:00:04:690", 5.021, 0.288, 1.447, 33.
"00:00:04:700", 5.021, 0.288, 1.447, 33.
"00:00:04:710", 5.021, 0.299, 1.502, 33.
"00:00:04:720", 5.024, 0.305, 1.530, 33.
"00:00:04:730", 5.024, 0.306, 1.537, 33.
"00:00:04:740", 5.021, 0.305, 1.529, 33.
"00:00:04:750", 5.021, 0.295, 1.482, 33.
"00:00:04:760", 5.024, 0.298, 1.495, 33.
"00:00:04:770", 5.022, 0.300, 1.505, 33.
"00:00:04:780", 5.022, 0.308, 1.547, 33.
"00:00:04:790", 5.020, 0.289, 1.449, 33.
"00:00:04:800", 5.024, 0.292, 1.468, 33.
"00:00:04:810", 5.025, 0.297, 1.493, 33.
"00:00:04:820", 5.021, 0.292, 1.464, 33.
"00:00:04:830", 5.021, 0.291, 1.462, 33.
"00:00:04:840", 5.022, 0.296, 1.485, 33.
"00:00:04:850", 5.022, 0.302, 1.517, 33.
"00:00:04:860", 5.022, 0.298, 1.497, 33.
"00:00:04:870", 5.022, 0.299, 1.500, 33.
"00:00:04:880", 5.021, 0.293, 1.472, 33.
"00:00:04:890", 5.022, 0.298, 1.497, 33.
"00:00:04:900", 5.021, 0.295, 1.479, 33.
"00:00:04:910", 5.021, 0.295, 1.479, 33.
"00:00:04:920", 5.025, 0.300, 1.505, 33.
"00:00:04:930", 5.025, 0.300, 1.505, 33.
"00:00:04:940", 5.022, 0.288, 1.445, 33.
"00:00:04:950", 5.022, 0.288, 1.445, 33.
"00:00:04:960", 5.021, 0.294, 1.474, 33.
"00:00:04:970", 5.021, 0.294, 1.477, 33.
"00:00:04:980", 5.019, 0.295, 1.479, 33.
"00:00:04:990", 5.025, 0.304, 1.525, 33.
"00:00:05:000", 5.021, 0.307, 1.539, 33.
"00:00:05:010", 5.021, 0.307, 1.539, 33.
"00:00:05:020", 5.025, 0.310, 1.555, 33.
"00:00:05:030", 5.022, 0.288, 1.447, 33.
"00:00:05:040", 5.022, 0.295, 1.482, 33.
"00:00:05:050", 5.020, 0.290, 1.456, 33.
"00:00:05:060", 5.021, 0.290, 1.457, 33.
"00:00:05:070", 5.020, 0.292, 1.466, 33.
"00:00:05:080", 5.022, 0.291, 1.462, 33.
"00:00:05:090", 5.022, 0.292, 1.465, 33.
"00:00:05:100", 5.024, 0.292, 1.468, 33.
"00:00:05:110", 5.021, 0.286, 1.434, 33.
"00:00:05:120", 5.022, 0.289, 1.452, 33.
"00:00:05:130", 5.020, 0.298, 1.496, 33.
"00:00:05:140", 5.022, 0.296, 1.487, 33.
"00:00:05:150", 5.024, 0.297, 1.492, 33.
"00:00:05:160", 5.020, 0.300, 1.504, 33.
"00:00:05:170", 5.021, 0.299, 1.502, 33.
"00:00:05:180", 5.021, 0.300, 1.507, 33.
"00:00:05:190", 5.021, 0.295, 1.479, 33.
"00:00:05:200", 5.022, 0.292, 1.467, 33.
"00:00:05:210", 5.020, 0.302, 1.514, 33.
"00:00:05:220", 5.020, 0.302, 1.514, 33.
"00:00:05:230", 5.024, 0.297, 1.492, 33.
"00:00:05:240", 5.024, 0.297, 1.492, 33.
"00:00:05:250", 5.024, 0.299, 1.500, 33.
"00:00:05:260", 5.020, 0.287, 1.442, 33.
"00:00:05:270", 5.022, 0.296, 1.487, 33.
"00:00:05:280", 5.022, 0.296, 1.487, 33.
"00:00:05:290", 5.024, 0.300, 1.507, 33.
"00:00:05:300", 5.024, 0.308, 1.547, 33.
"00:00:05:310", 5.022, 0.287, 1.442, 33.
"00:00:05:320", 5.024, 0.300, 1.507, 33.
"00:00:05:330", 5.024, 0.298, 1.497, 33.
"00:00:05:340", 5.019, 0.297, 1.491, 33.
"00:00:05:350", 5.021, 0.291, 1.462, 33.
"00:00:05:360", 5.021, 0.293, 1.469, 33.
"00:00:05:370", 5.021, 0.297, 1.489, 33.
"00:00:05:380", 5.022, 0.292, 1.467, 33.
"00:00:05:390", 5.020, 0.298, 1.494, 33.
"00:00:05:400", 5.019, 0.324, 1.628, 33.
"00:00:05:410", 5.022, 0.306, 1.535, 33.
"00:00:05:420", 5.024, 0.306, 1.537, 33.
"00:00:05:430", 5.021, 0.292, 1.464, 33.
"00:00:05:440", 5.024, 0.305, 1.530, 33.
"00:00:05:450", 5.026, 0.295, 1.483, 33.
"00:00:05:460", 5.021, 0.293, 1.472, 33.
"00:00:05:470", 5.020, 0.287, 1.439, 33.
"00:00:05:480", 5.021, 0.297, 1.489, 33.
"00:00:05:490", 5.020, 0.281, 1.412, 33.
"00:00:05:500", 5.021, 0.311, 1.562, 33.
"00:00:05:510", 5.020, 0.287, 1.442, 33.
"00:00:05:520", 5.021, 0.291, 1.462, 33.
"00:00:05:530", 5.022, 0.295, 1.482, 33.
"00:00:05:540", 5.022, 0.299, 1.502, 33.
"00:00:05:550", 5.022, 0.306, 1.537, 33.
"00:00:05:560", 5.020, 0.296, 1.486, 33.
"00:00:05:570", 5.022, 0.291, 1.462, 33.
"00:00:05:580", 5.020, 0.291, 1.459, 33.
"00:00:05:590", 5.022, 0.305, 1.530, 33.
"00:00:05:600", 5.019, 0.311, 1.561, 33.
"00:00:05:610", 5.021, 0.289, 1.452, 33.
"00:00:05:620", 5.021, 0.295, 1.482, 33.
"00:00:05:630", 5.021, 0.295, 1.482, 33.
"00:00:05:640", 5.022, 0.295, 1.482, 33.
"00:00:05:650", 5.022, 0.296, 1.485, 33.
"00:00:05:660", 5.021, 0.298, 1.497, 33.
"00:00:05:670", 5.022, 0.306, 1.537, 33.
"00:00:05:680", 5.021, 0.305, 1.529, 33.
"00:00:05:690", 5.021, 0.305, 1.529, 33.
"00:00:05:700", 5.024, 0.297, 1.490, 33.
"00:00:05:710", 5.021, 0.310, 1.557, 33.
"00:00:05:720", 5.021, 0.309, 1.549, 33.
"00:00:05:730", 5.021, 0.306, 1.534, 33.
"00:00:05:740", 5.022, 0.286, 1.437, 33.
"00:00:05:750", 5.022, 0.305, 1.532, 33.
"00:00:05:760", 5.024, 0.293, 1.470, 33.
"00:00:05:770", 5.020, 0.299, 1.501, 33.
"00:00:05:780", 5.022, 0.306, 1.537, 33.
"00:00:05:790", 5.021, 0.299, 1.499, 33.
"00:00:05:800", 5.021, 0.309, 1.549, 33.
"00:00:05:810", 5.021, 0.318, 1.596, 33.
"00:00:05:820", 5.022, 0.302, 1.517, 33.
"00:00:05:830", 5.020, 0.294, 1.474, 33.
"00:00:05:840", 5.020, 0.294, 1.474, 33.
"00:00:05:850", 5.021, 0.294, 1.477, 33.
"00:00:05:860", 5.020, 0.286, 1.437, 33.
"00:00:05:870", 5.025, 0.300, 1.505, 33.
"00:00:05:880", 5.022, 0.291, 1.462, 33.
"00:00:05:890", 5.022, 0.298, 1.497, 33.
"00:00:05:900", 5.020, 0.299, 1.499, 33.
"00:00:05:910", 5.020, 0.298, 1.494, 33.
"00:00:05:920", 5.021, 0.287, 1.442, 33.
"00:00:05:930", 5.021, 0.295, 1.479, 33.
"00:00:05:940", 5.021, 0.295, 1.479, 33.
"00:00:05:950", 5.021, 0.302, 1.517, 33.
"00:00:05:960", 5.024, 0.297, 1.492, 33.
"00:00:05:970", 5.022, 0.296, 1.487, 33.
"00:00:05:980", 5.024, 0.298, 1.497, 33.
"00:00:05:990", 5.022, 0.292, 1.465, 33.
"00:00:06:000", 5.022, 0.292, 1.465, 33.
"00:00:06:010", 5.024, 0.292, 1.465, 33.
"00:00:06:020", 5.021, 0.300, 1.504, 33.
"00:00:06:030", 5.022, 0.294, 1.475, 33.
"00:00:06:040", 5.020, 0.288, 1.444, 33.
"00:00:06:050", 5.021, 0.285, 1.429, 33.
"00:00:06:060", 5.022, 0.301, 1.510, 33.
"00:00:06:070", 5.021, 0.296, 1.487, 33.
"00:00:06:080", 5.022, 0.297, 1.490, 33.
"00:00:06:090", 5.021, 0.295, 1.482, 33.
"00:00:06:100", 5.021, 0.302, 1.514, 33.
"00:00:06:110", 5.022, 0.305, 1.532, 33.
"00:00:06:120", 5.022, 0.289, 1.452, 33.
"00:00:06:130", 5.021, 0.288, 1.444, 33.
"00:00:06:140", 5.022, 0.292, 1.465, 33.
"00:00:06:150", 5.022, 0.292, 1.465, 33.
"00:00:06:160", 5.022, 0.311, 1.562, 33.
"00:00:06:170", 5.021, 0.302, 1.517, 33.
"00:00:06:180", 5.022, 0.297, 1.490, 33.
"00:00:06:190", 5.021, 0.306, 1.537, 33.
"00:00:06:200", 5.024, 0.293, 1.473, 33.
"00:00:06:210", 5.021, 0.300, 1.504, 33.
"00:00:06:220", 5.021, 0.305, 1.532, 33.
"00:00:06:230", 5.024, 0.292, 1.465, 33.
"00:00:06:240", 5.021, 0.292, 1.467, 33.
"00:00:06:250", 5.021, 0.292, 1.467, 33.
"00:00:06:260", 5.022, 0.300, 1.505, 33.
"00:00:06:270", 5.022, 0.287, 1.442, 33.
"00:00:06:280", 5.021, 0.291, 1.459, 33.
"00:00:06:290", 5.024, 0.291, 1.463, 33.
"00:00:06:300", 5.022, 0.297, 1.490, 33.
"00:00:06:310", 5.020, 0.292, 1.466, 33.
"00:00:06:320", 5.022, 0.288, 1.445, 33.
"00:00:06:330", 5.022, 0.302, 1.517, 33.
"00:00:06:340", 5.021, 0.300, 1.504, 33.
"00:00:06:350", 5.024, 0.308, 1.545, 33.
"00:00:06:360", 5.022, 0.293, 1.470, 33.
"00:00:06:370", 5.022, 0.298, 1.495, 33.
"00:00:06:380", 5.022, 0.288, 1.445, 33.
"00:00:06:390", 5.022, 0.296, 1.485, 33.
"00:00:06:400", 5.022, 0.297, 1.492, 33.
"00:00:06:410", 5.025, 0.296, 1.488, 33.
"00:00:06:420", 5.024, 0.311, 1.565, 33.
"00:00:06:430", 5.020, 0.284, 1.427, 33.
"00:00:06:440", 5.024, 0.295, 1.480, 33.
"00:00:06:450", 5.022, 0.292, 1.467, 33.
"00:00:06:460", 5.022, 0.292, 1.467, 33.
"00:00:06:470", 5.022, 0.298, 1.495, 33.
"00:00:06:480", 5.022, 0.294, 1.475, 33.
"00:00:06:490", 5.024, 0.301, 1.510, 33.
"00:00:06:500", 5.024, 0.302, 1.515, 33.
"00:00:06:510", 5.024, 0.297, 1.490, 33.
"00:00:06:520", 5.026, 0.296, 1.486, 33.
"00:00:06:530", 5.021, 0.307, 1.542, 33.
"00:00:06:540", 5.024, 0.304, 1.527, 33.
"00:00:06:550", 5.024, 0.297, 1.492, 33.
"00:00:06:560", 5.021, 0.282, 1.417, 33.
"00:00:06:570", 5.022, 0.294, 1.477, 33.
"00:00:06:580", 5.022, 0.298, 1.495, 33.
"00:00:06:590", 5.022, 0.299, 1.500, 33.
"00:00:06:600", 5.021, 0.300, 1.507, 33.
"00:00:06:610", 5.024, 0.298, 1.495, 33.
"00:00:06:620", 5.020, 0.282, 1.414, 33.
"00:00:06:630", 5.022, 0.307, 1.542, 33.
"00:00:06:640", 5.024, 0.305, 1.530, 33.
"00:00:06:650", 5.020, 0.305, 1.531, 33.
"00:00:06:660", 5.022, 0.293, 1.472, 33.
"00:00:06:670", 5.022, 0.295, 1.480, 33.
"00:00:06:680", 5.022, 0.297, 1.490, 33.
"00:00:06:690", 5.024, 0.290, 1.458, 33.
"00:00:06:700", 5.022, 0.288, 1.445, 33.
"00:00:06:710", 5.022, 0.297, 1.490, 33.
"00:00:06:720", 5.024, 0.309, 1.552, 33.
"00:00:06:730", 5.022, 0.318, 1.597, 33.
"00:00:06:740", 5.022, 0.296, 1.487, 33.
"00:00:06:750", 5.021, 0.298, 1.494, 33.
"00:00:06:760", 5.020, 0.295, 1.479, 33.
"00:00:06:770", 5.020, 0.295, 1.479, 33.
"00:00:06:780", 5.021, 0.296, 1.487, 33.
"00:00:06:790", 5.024, 0.294, 1.478, 33.
"00:00:06:800", 5.020, 0.289, 1.451, 33.
"00:00:06:810", 5.022, 0.291, 1.460, 33.
"00:00:06:820", 5.024, 0.290, 1.458, 33.
"00:00:06:830", 5.024, 0.290, 1.458, 33.
"00:00:06:840", 5.022, 0.304, 1.527, 33.
"00:00:06:850", 5.021, 0.287, 1.439, 33.
"00:00:06:860", 5.020, 0.283, 1.422, 33.
"00:00:06:870", 5.025, 0.303, 1.520, 33.
"00:00:06:880", 5.020, 0.292, 1.464, 33.
"00:00:06:890", 5.024, 0.290, 1.458, 33.
"00:00:06:900", 5.021, 0.288, 1.447, 33.
"00:00:06:910", 5.021, 0.289, 1.449, 33.
"00:00:06:920", 5.022, 0.295, 1.480, 33.
"00:00:06:930", 5.022, 0.290, 1.455, 33.
"00:00:06:940", 5.022, 0.298, 1.495, 33.
"00:00:06:950", 5.021, 0.290, 1.457, 33.
"00:00:06:960", 5.021, 0.291, 1.462, 33.
"00:00:06:970", 5.021, 0.290, 1.457, 33.
"00:00:06:980", 5.022, 0.294, 1.475, 33.
"00:00:06:990", 5.020, 0.299, 1.501, 33.
"00:00:07:000", 5.022, 0.306, 1.535, 33.
"00:00:07:010", 5.022, 0.294, 1.475, 33.
"00:00:07:020", 5.021, 0.293, 1.469, 33.
"00:00:07:030", 5.021, 0.305, 1.532, 33.
"00:00:07:040", 5.021, 0.293, 1.469, 33.
"00:00:07:050", 5.022, 0.292, 1.467, 33.
"00:00:07:060", 5.024, 0.298, 1.495, 33.
"00:00:07:070", 5.020, 0.294, 1.476, 33.
"00:00:07:080", 5.020, 0.294, 1.476, 33.
"00:00:07:090", 5.022, 0.295, 1.482, 33.
"00:00:07:100", 5.022, 0.301, 1.512, 33.
"00:00:07:110", 5.021, 0.295, 1.479, 33.
"00:00:07:120", 5.024, 0.304, 1.525, 33.
"00:00:07:130", 5.024, 0.300, 1.505, 33.
"00:00:07:140", 5.022, 0.307, 1.542, 33.
"00:00:07:150", 5.021, 0.296, 1.484, 33.
"00:00:07:160", 5.022, 0.301, 1.512, 33.
"00:00:07:170", 5.022, 0.288, 1.445, 33.
"00:00:07:180", 5.024, 0.297, 1.490, 33.
"00:00:07:190", 5.021, 0.295, 1.482, 33.
"00:00:07:200", 5.021, 0.291, 1.462, 33.
"00:00:07:210", 5.024, 0.300, 1.507, 33.
"00:00:07:220", 5.020, 0.297, 1.491, 33.
"00:00:07:230", 5.022, 0.294, 1.475, 33.
"00:00:07:240", 5.022, 0.299, 1.502, 33.
"00:00:07:250", 5.022, 0.294, 1.475, 33.
"00:00:07:260", 5.024, 0.309, 1.552, 33.
"00:00:07:270", 5.022, 0.306, 1.535, 33.
